Num;NAME;RAJD;DECJD;P0;P1;DM;TAU_SC;
356;B0808-47;122.43264583;-47.89852778;0.547202;3.08e-15;228.30;0.00;
357;J0811+37;122.80000000;37.46666667;1.248300;*;16.95;*;
358;J0812-3905;123.06167500;-39.09692222;0.482596;4.49e-17;329.60;*;
359;J0813+22;123.47500000;22.01666667;0.531400;*;52.29;*;
360;B0809+74;123.74791667;74.48491667;1.292241;1.68e-16;5.75;0.00;
361;J0815+0939;123.78656667;9.66408333;0.645161;1.39e-16;52.66;*;
362;J0815+4611;123.99775958;46.19812222;0.434242;3.90e-18;11.27;*;
363;J0818-3049;124.70541667;-30.82527778;0.763742;5.80e-16;118.90;*;
364;J0818-3232;124.60806250;-32.54181389;2.161259;7.53e-16;131.80;*;
365;B0818-13;125.10992375;-13.84884972;1.238130;2.11e-15;40.94;0.00;
366;J0820-3826;125.24970417;-38.44525000;0.124837;2.44e-15;195.50;*;
367;J0820-3921;125.20462500;-39.36547222;1.073567;1.22e-14;179.40;*;
368;B0818-41;125.06441667;-41.24311111;0.545446;1.98e-17;113.40;0.00;
369;J0821-4221;125.43598333;-42.35707222;0.396728;3.48e-15;270.60;*;
370;B0820+02;125.79068792;1.98679694;0.864873;1.05e-16;23.73;0.00;
371;J0824+0028;126.10350092;0.46682417;0.009861;1.47e-19;34.55;*;
372;B0823+26;126.71461167;26.62258250;0.530661;1.71e-15;19.48;0.00;
373;J0827+53;126.95000000;53.00000000;0.013500;*;23.10;*;
374;B0826-34;127.06927293;-34.28529102;1.848919;9.96e-16;51.60;*;
375;J0831-4406;127.88512500;-44.10330556;0.311674;1.28e-15;254.00;*;
376;J0834-4159;128.57419583;-41.99333056;0.121118;4.28e-15;240.50;*;
377;J0834-60;128.70833333;-60.58333333;0.384645;*;20.00;*;
378;J0835-3707;128.76283333;-37.13097222;0.541404;9.78e-15;112.40;*;
379;B0833-45;128.83588121;-45.17635419;0.089328;1.25e-13;67.77;0.00;
380;J0836-4233;129.02437500;-42.55691667;0.738436;1.32e-15;180.00;*;
381;B0834+06;129.27350833;6.17071111;1.273768;6.80e-15;12.86;0.00;
382;B0835-41;129.33830958;-41.58737861;0.751625;3.54e-15;147.20;0.00;
383;J0838-2621;129.57833750;-26.35820833;0.308581;3.90e-17;116.90;*;
384;J0838-3947;129.62833333;-39.78944444;1.703946;8.13e-16;219.00;*;
385;J0839-66;129.90416667;-66.58111111;0.449339;*;83.00;*;
386;B0839-53;130.14052500;-53.54331944;0.720614;1.64e-15;156.50;0.00;
387;B0840-48;130.52268458;-48.85572222;0.644354;9.56e-15;196.85;0.00;
388;J0843+0719;130.89091667;7.31327778;1.365860;*;36.60;*;
389;J0843-5022;130.79118333;-50.37863889;0.208956;1.72e-16;178.47;*;
390;J0843+67;130.84500000;67.21888889;0.002846;*;20.70;*;
391;B0844-35;131.52516667;-35.56144444;1.116098;1.60e-15;94.16;0.00;
392;J0847-4316;131.98887500;-43.28244444;5.977493;1.20e-13;292.50;*;
393;J0848+16;132.22083333;16.71666667;0.452400;*;38.00;*;
394;J0849-6322;132.42745833;-63.37638889;0.367953;7.91e-16;91.29;*;
395;B0841+80;132.25628211;80.48308960;1.602228;4.46e-16;34.81;*;
396;J0854+5449;133.60718958;54.82466167;1.233033;3.12e-16;18.84;*;
397;B0853-33;133.91005628;-33.52758448;1.267536;6.32e-15;86.64;0.00;
398;J0855-4644;133.90075000;-46.73705556;0.064686;7.26e-15;236.40;*;
399;J0855-4658;133.83154167;-46.97294444;0.575072;1.36e-14;472.70;*;
400;B0855-61;134.24695833;-61.63130833;0.962511;1.68e-15;95.00;*;
401;J0857+3349;134.27945833;33.82138889;0.242961;2.40e-16;24.00;*;
402;J0857-4424;134.48263333;-44.40295833;0.326786;2.09e-14;184.43;0.00;
403;J0900-3144;135.18313787;-31.74191533;0.011110;4.89e-20;75.69;*;
404;J0901-4624;135.41716667;-46.41347222;0.441995;8.75e-14;199.30;*;
405;B0901-63;135.63500000;-63.42000000;0.660313;1.07e-16;72.72;*;
406;B0903-42;136.24617917;-42.77038889;0.965173;1.88e-15;145.80;0.00;
407;B0904-74;136.04362500;-74.99491667;0.549554;4.61e-16;51.10;*;
408;J0905-4536;136.34958333;-45.61472222;0.988281;1.49e-16;196.20;0.00;
409;J0905-5127;136.46650000;-51.46501389;0.346301;2.49e-14;196.43;0.00;
410;J0905-6019;136.31352083;-60.32279444;0.340854;5.22e-16;91.40;*;
411;B0905-51;136.81625417;-51.96648889;0.253558;1.83e-15;103.72;0.00;
412;B0906-17;137.15909250;-17.66046389;0.401626;6.69e-16;15.88;0.00;
413;B0906-49;137.14775000;-49.21805556;0.106769;1.51e-14;180.44;0.00;
414;B0909-71;137.39920833;-72.20248333;1.362890;3.27e-16;54.30;*;
415;J0912-3851;138.17791667;-38.85083333;1.526085;3.59e-15;71.50;*;
416;J0919-42;139.75000000;-42.00000000;0.812600;*;57.80;*;
417;J0919-6040;139.86612500;-60.68066667;1.216976;1.00e-17;82.50;*;
418;J0921-5202;140.49949375;-52.04401944;0.009680;1.70e-20;122.40;*;
419;B0917+63;140.30889747;62.90386409;1.567994;3.61e-15;13.15;*;
420;B0919+06;140.55842500;6.63980556;0.430627;1.37e-14;27.30;0.00;
421;J0922-4949;140.56233750;-49.82002222;0.950289;9.76e-14;237.10;*;
422;B0922-52;141.03634167;-53.04516667;0.746338;3.53e-14;152.90;0.00;
423;B0923-58;141.12841667;-58.23475000;0.739505;4.92e-15;57.40;0.00;
424;J0925+6103;141.32310458;61.05114000;0.005983;1.61e-20;21.64;*;
425;J0927+2345;141.93858333;23.75297222;0.761889;3.05e-16;17.24;*;
426;J0928+06;142.18333333;6.23333333;2.060400;*;49.80;*;
427;J0928+30;142.25000000;30.63333333;2.091500;*;21.95;*;
428;J0930-2301;142.51175000;-23.02916667;1.807069;3.36e-15;78.30;*;
429;J0931-1902;142.82965478;-19.04861884;0.004638;3.63e-21;41.49;*;
430;J0932-3217;143.16312500;-32.28727778;1.931627;2.50e-16;102.10;*;
431;J0932-5327;143.09525000;-53.45305556;4.392159;8.37e-15;118.56;*;
432;J0934-4154;143.74250000;-41.90541667;0.570409;2.69e-16;113.79;*;
433;B0932-52;143.61765417;-52.82425000;1.444777;4.65e-15;100.00;0.00;
434;J0935+33;143.77500000;33.18333333;0.961500;*;18.35;*;
435;J0940-5428;145.24258333;-54.47794444;0.087545;3.29e-14;134.55;*;
436;J0941-39;145.40833333;-39.68333333;0.586778;*;78.20;*;
437;J0941-5244;145.42144583;-52.73457778;0.658558;1.14e-15;157.94;*;
438;B0940-55;145.56200000;-55.88197222;0.664389;2.27e-14;180.16;0.00;
439;B0941-56;145.72676667;-56.96200278;0.808164;3.96e-14;159.74;*;
440;B0940+16;145.87541667;16.52694444;1.087418;9.11e-17;20.34;*;
441;J0943+2253;145.88498958;22.88490556;0.532975;8.98e-17;27.25;*;
442;B0942-13;146.12064958;-13.91156389;0.570264;4.53e-17;12.50;*;
443;J0944+4106;146.07557733;41.10126386;2.229431;4.42e-15;21.41;*;
444;J0945-4833;146.40939167;-48.55402778;0.331586;4.83e-15;98.10;*;
445;B0943+10;146.53166667;9.86527778;1.097706;3.49e-15;15.32;0.00;
446;J0947+2740;146.83869583;27.67875000;0.851014;4.30e-16;29.09;*;
447;J0949-6902;147.33569583;-69.04488889;0.640016;6.37e-16;93.00;*;
448;J0951-71;147.85000000;-71.31694444;0.212378;*;77.00;*;
449;J0952-0607;148.03467254;-6.12319167;0.001414;4.77e-21;22.41;*;
450;B0950-38;148.07166667;-38.65283333;1.373815;5.80e-16;162.88;0.00;
451;B0950+08;148.28879042;7.92659722;0.253065;2.30e-16;2.97;0.00;
452;J0954-5430;148.52519167;-54.51467222;0.472851;4.39e-14;201.57;*;
453;B0953-52;148.87275417;-53.07128889;0.862122;3.53e-15;156.90;0.00;
454;J0955-6150;148.80000000;-61.83333333;0.001999;1.43e-20;160.90;*;
455;J0957-06;149.25000000;-6.28333333;1.723700;*;26.95;*;
456;J0957-5432;149.48337500;-54.53441667;0.203557;1.95e-15;226.10;*;
457;B0957-47;149.85921667;-48.16318611;0.670086;8.47e-17;92.70;*;
458;J1000+08;150.15833333;8.33277778;0.440372;*;21.00;*;
459;J1000-5149;150.11725417;-51.83281111;0.255677;9.59e-16;72.80;*;
460;B0959-54;150.40770833;-55.11883333;1.436631;5.16e-14;130.32;0.00;
461;J1001-5559;150.28583333;-55.98338889;1.661177;8.60e-16;159.30;*;
462;J1001-5939;150.38429167;-59.65494444;7.733640;5.99e-14;113.00;*;
463;J1002-5559;150.74125000;-55.99361111;0.777501;1.57e-15;426.00;*;
464;J1002-5919;150.58541667;-59.32700000;0.713489;1.04e-16;347.00;*;
465;B1001-47;150.83970417;-47.78366389;0.307074;2.07e-15;98.49;*;
466;J1006-6311;151.65250000;-63.19477778;0.835797;5.73e-16;195.99;*;
467;B1010-23;153.14052652;-23.63956138;2.517945;8.81e-16;22.51;*;
468;J1012-4235;153.05392083;-42.59817778;0.003101;*;71.65;*;
469;J1012+5307;153.13932687;53.11729541;0.005256;1.71e-20;9.02;0.00;
470;J1012-5830;153.22875000;-58.50711111;2.133591;3.77e-14;294.00;*;
471;B1011-58;153.20195833;-58.96347222;0.819926;1.78e-14;383.90;0.00;
472;J1013-5934;153.38270000;-59.57406389;0.442901;5.56e-16;379.78;*;
473;J1014-48;153.57500000;-48.82833333;1.508800;*;87.00;*;
474;J1015-5719;153.90816667;-57.32022222;0.139882;5.74e-14;278.10;*;
475;B1014-53;154.12972917;-53.75396111;0.769586;1.93e-15;66.80;*;
476;J1016-5819;154.05029583;-58.31696389;0.087834;6.99e-16;252.16;*;
477;J1016-5857;154.08816667;-58.95336111;0.107386;8.08e-14;394.48;*;
478;J1017+3011;154.40120833;30.19613889;0.452785;5.70e-16;27.15;*;
479;B1015-56;154.30346250;-56.35847778;0.503463;3.14e-15;438.70;0.00;
480;J1017-7156;154.46383654;-71.94489308;0.002339;2.21e-21;94.21;*;
481;J1018-1523;154.50000000;-15.00000000;0.083100;*;17.17;*;
482;B1016-16;154.66818997;-16.70281630;1.804695;1.74e-15;48.82;*;
483;J1019-5749;154.96725000;-57.81830556;0.162499;2.01e-14;1040.00;*;
484;J1020-5921;155.05845833;-59.35944444;1.238305;4.05e-14;80.00;*;
485;J1020-6026;155.04754167;-60.43508333;0.140481;6.74e-15;446.00;*;
486;J1021-5601;155.35341667;-56.03080556;0.670026;5.34e-17;212.00;*;
487;J1022+1001;155.74164348;10.03129866;0.016453;4.33e-20;10.26;0.00;
488;J1022-5813;155.61708333;-58.22500000;1.643726;1.45e-13;714.00;*;
489;J1023+0038;155.94869667;0.64467931;0.001688;6.93e-21;14.32;*;
490;J1024-0719;156.16113071;-7.32208671;0.005162;1.86e-20;6.49;0.00;
491;J1028-5819;157.11666667;-58.31811111;0.091403;1.61e-14;96.53;*;
492;J1031-6117;157.75933333;-61.29738889;0.306411;1.78e-15;506.80;*;
493;J1032-5206;158.11537500;-52.10236111;2.407622;1.79e-14;139.00;*;
494;B1030-58;158.02031667;-59.19855556;0.464213;1.80e-15;418.20;0.00;
495;J1034-3224;158.58129582;-32.40721690;1.150590;2.30e-16;50.75;*;
496;J1035-6345;158.76283333;-63.75511389;0.579577;3.50e-16;189.70;*;
497;J1035-6720;158.86449167;-67.33685889;0.002872;4.65e-20;84.17;*;
498;J1036-4926;159.05467083;-49.43922222;0.510369;1.65e-15;136.52;0.00;
499;J1036-6559;159.08350000;-65.98590833;0.533502;1.36e-15;158.36;*;
500;J1036-8317;159.16900417;-83.29889444;0.003408;*;27.09;*;
501;J1038+0032;159.61222083;0.54544444;0.028852;6.70e-20;26.34;*;
502;B1036-58;159.58208333;-58.52421667;0.661992;1.25e-15;72.74;*;
503;B1039-19;160.40081667;-19.70378056;1.386368;9.45e-16;33.78;*;
504;B1039-55;160.50202208;-55.35160917;1.170867;6.72e-15;306.50;0.00;
505;J1043-6116;160.98025417;-61.28076667;0.288605;1.04e-14;448.91;*;
506;J1045-0436;161.25000000;-4.00000000;0.024000;*;4.83;*;
507;J1045-4509;161.45910336;-45.16502896;0.007474;1.77e-20;58.11;*;
508;J1046+0304;161.68012500;3.06858333;0.326271;1.24e-16;24.98;*;
509;B1044-57;161.57837500;-58.23111111;0.369428;1.15e-15;240.20;0.00;
510;J1047-3032;161.75338998;-30.53833367;0.330328;6.10e-17;52.54;*;
511;J1047-6709;161.86784167;-67.16418500;0.198451;1.69e-15;116.16;*;
512;J1048+2339;162.18090981;23.66483453;0.004665;3.01e-20;16.65;*;
513;J1048+5349;162.02691667;53.83108333;2.730862;1.22e-15;27.30;*;
514;B1046-58;162.05437500;-58.53505556;0.123725;9.61e-14;128.68;*;
515;J1048-5838;162.05233750;-58.63861667;1.231305;1.22e-14;70.70;*;
516;J1049+5822;162.40791667;58.37141667;0.727618;3.91e-15;12.36;*;
517;J1049-5833;162.45975000;-58.56238889;2.202325;4.41e-15;446.80;*;
518;J1052-5954;163.15879167;-59.91225000;0.180592;2.00e-14;491.90;*;
519;J1052-6348;163.22245833;-63.80461111;0.383830;3.87e-16;167.50;*;
520;J1054-5943;163.74062500;-59.72058333;0.346909;4.07e-15;330.70;*;
521;J1054-5946;163.62691667;-59.77527778;0.228324;2.09e-16;253.90;*;
522;J1054-6452;163.53683333;-64.87708333;1.840004;3.14e-15;234.00;*;
523;J1055-6022;163.95208333;-60.38111111;0.947558;9.24e-14;590.00;*;
524;J1055-6028;163.91329167;-60.47708333;0.099661;2.95e-14;636.50;0.00;
525;J1055-6236;163.97754167;-62.61341667;0.448635;7.08e-16;149.70;*;
526;J1055-6905;163.93629167;-69.08650000;2.919397;2.03e-14;142.80;*;
527;J1056-5709;164.18245833;-57.15958333;0.676082;5.76e-16;436.50;*;
528;B1054-62;164.10660000;-62.97991389;0.422451;3.58e-15;320.62;0.00;
529;J1056-7117;164.19158333;-71.29816500;0.026310;6.30e-20;92.90;*;
530;J1057-4754;164.47140833;-47.91600000;0.628306;2.25e-16;60.00;*;
531;B1055-52;164.49602083;-52.44898056;0.197115;5.84e-15;29.69;*;
532;B1056-78;164.36541667;-79.23988889;1.347404;1.33e-15;51.00;*;
533;J1058-5957;164.64270833;-59.96011111;0.616270;6.57e-16;334.00;*;
534;B1056-57;164.75370250;-57.70404167;1.185003;4.31e-15;108.70;0.00;
535;J1059+6459;164.86459671;64.99219973;3.631170;5.74e-15;19.30;*;
536;J1101-6424;165.40496792;-64.41092556;0.005109;1.80e-21;207.36;*;
537;J1102+02;165.50000000;2.00000000;0.004050;*;27.30;*;
538;J1103-5403;165.88872500;-54.06201250;0.003393;3.68e-21;103.91;*;
539;J1103-6025;165.88116667;-60.42677500;0.396587;9.90e-16;275.90;*;
540;J1104-6103;166.07192500;-61.05107778;0.280905;1.97e-15;78.51;*;
541;J1105+02;166.38333333;2.48076111;6.403055;1.43e-15;16.50;*;
542;J1105-4353;166.35350000;-43.88472222;0.351112;2.50e-15;45.00;*;
543;J1105-6107;166.35891667;-61.13026111;0.063202;1.58e-14;271.24;*;
544;J1106-6438;166.61850000;-64.65000000;2.717934;2.33e-15;203.00;*;
545;J1107-5907;166.89358333;-59.12186111;0.252773;9.01e-18;40.75;*;
546;B1105-59;166.99458333;-59.78444444;1.516531;3.40e-16;158.40;*;
547;J1107-6143;166.80125000;-61.73305556;1.799396;1.56e-13;406.00;*;
548;B1107-56;167.50154667;-56.62571389;0.558254;2.06e-15;262.56;*;
549;J1110+58;167.75000000;58.86666667;0.793348;*;26.20;*;
550;J1112-6103;168.06170833;-61.05863889;0.064962;3.15e-14;595.69;0.03;
551;B1110-65;168.16005833;-66.21796194;0.334214;8.25e-16;249.30;*;
552;B1110-69;168.21158333;-69.44231389;0.820488;2.82e-15;148.40;*;
553;B1112-60;168.59454167;-61.00891667;0.880858;4.60e-14;676.70;0.03;
554;J1115-0956;168.86400417;-9.94808333;1.310894;3.47e-17;16.10;*;
555;B1112+50;168.91000000;50.50341389;1.656440;2.49e-15;9.19;0.00;
556;J1115-6052;168.97384167;-60.87183611;0.259779;7.23e-15;226.92;*;
557;J1116-2444;169.09691667;-24.74891667;0.867949;9.85e-16;29.60;*;
558;B1114-41;169.17952500;-41.37887778;0.943158;7.95e-15;40.53;0.00;
559;J1117-6154;169.34920833;-61.90611111;0.505097;1.25e-14;493.60;*;
560;J1117-6447;169.43750000;-64.79944444;1.155272;2.40e-16;303.00;*;
561;J1119-6127;169.80958333;-61.46375000;0.407963;4.02e-12;704.80;*;
562;B1118-79;169.92000000;-79.60841667;2.280597;3.67e-15;27.40;*;
563;J1120-24;170.00000000;-24.00000000;0.497000;*;9.81;*;
564;J1120-3618;170.09732500;-36.32790778;0.005557;9.26e-22;45.12;*;
565;B1119-54;170.32954167;-54.73475000;0.535787;2.78e-15;204.70;0.00;
566;J1122-3546;170.50000000;-35.76666667;0.007800;*;39.49;*;
567;J1123-4844;170.81521250;-48.73965278;0.244838;6.54e-17;92.92;0.00;
568;J1123-6102;170.92375000;-61.03505556;0.640234;6.46e-15;439.40;*;
569;J1123-6259;170.98137500;-62.98636667;0.271437;5.25e-15;223.26;*;
570;J1123-6651;170.96754167;-66.86363056;0.232976;2.75e-15;111.20;*;
571;J1124-3653;171.00465000;-36.88863889;0.002410;5.80e-21;44.90;*;
572;J1124-5638;171.23529167;-56.64436111;0.185560;9.00e-18;289.50;*;
573;J1124-5916;171.16250000;-59.27194444;0.135477;7.53e-13;329.20;*;
574;J1124-6421;171.24791667;-64.35472222;0.479099;6.20e-16;298.00;*;
575;J1125-5825;171.43485683;-58.42135550;0.003102;6.09e-20;124.81;*;
576;J1125-6014;171.48012346;-60.23519318;0.002630;3.73e-21;52.93;*;
577;J1125+7819;171.49940268;78.33019874;0.004202;6.94e-21;12.03;*;
578;J1126-2737;171.50833333;-27.61972222;0.358161;*;26.86;*;
579;J1126-38;171.57500000;-38.63333333;0.887550;*;46.00;*;
580;B1124-60;171.71920000;-60.91110000;0.202737;2.81e-16;280.27;*;
581;J1126-6942;171.59025000;-69.70438889;0.579419;3.29e-15;55.33;*;
582;J1128-6219;172.19458333;-62.31916667;0.515984;1.10e-17;675.00;*;
583;J1129-53;172.33750000;-53.51666667;1.062880;*;77.00;*;
584;J1130+09;172.72916667;9.34681944;4.796637;-2.76e-15;21.00;*;
585;J1130-5826;172.56804167;-58.43397222;0.162323;1.59e-17;261.10;*;
586;J1130-5925;172.54350000;-59.42613889;0.680984;9.52e-16;264.40;*;
587;J1130-6807;172.63297083;-68.12458889;0.256353;4.60e-16;148.73;*;
588;J1132+25;173.20833333;25.25000000;1.002000;*;24.19;*;
589;J1132-4700;173.06050000;-47.01013889;0.325633;7.77e-16;123.00;*;
590;J1132-5627;173.06558333;-56.45802778;0.175166;6.80e-17;305.70;*;
591;B1131-62;173.46437500;-62.84738889;1.022875;4.52e-16;567.80;0.02;
592;B1133+16;174.01299917;15.85393972;1.187913;3.73e-15;4.84;0.00;
593;B1133-55;174.00900000;-55.41858333;0.364713;8.23e-15;85.11;*;
594;J1136-6527;174.10508333;-65.45541667;1.189309;1.75e-15;164.10;*;
595;J1137-6700;174.38370417;-67.00916944;0.556216;7.17e-17;228.04;*;
596;J1137+7528;174.25857208;75.46730864;0.002513;3.24e-21;29.17;*;
597;J1138-6207;174.59008333;-62.13313889;0.117564;1.25e-14;518.86;0.03;
598;J1141-3107;175.35678750;-31.13127778;0.538432;1.96e-15;30.77;*;
599;J1141-3322;175.42815000;-33.37703056;0.291468;4.65e-16;46.45;*;
600;J1141-6545;175.27922500;-65.75530919;0.393899;4.31e-15;116.08;*;
601;J1142+0119;175.70893750;1.32658056;0.005075;1.50e-20;19.20;*;
602;J1142-6230;175.71875000;-62.50108333;0.558383;7.79e-17;343.80;*;
603;J1143-5158;175.81277083;-51.97774722;0.675646;6.95e-16;159.03;*;
604;J1143-5536;175.79079167;-55.60125000;0.685358;4.85e-16;185.00;*;
605;J1144-6146;176.14500000;-61.78027778;0.987783;-3.81e-17;78.70;*;
606;J1144-6217;176.00879167;-62.29175000;0.850665;3.08e-14;284.70;*;
607;B1143-60;176.53214667;-60.51656167;0.273375;1.79e-15;111.68;*;
608;J1146-6610;176.74322125;-66.18093278;0.003722;7.93e-21;133.82;*;
609;J1148-5725;177.11887500;-57.42016667;3.559937;1.11e-14;174.00;*;
610;J1148-6415;177.15750000;-64.25916667;3.241029;2.70e-15;241.00;*;
611;J1151-6108;177.98691667;-61.13822222;0.101633;1.03e-14;217.80;*;
612;J1152-5800;178.04166667;-58.00944444;1.789829;1.28e-15;191.00;*;
613;J1152-6012;178.22416667;-60.20583333;0.376570;6.69e-15;74.00;*;
614;J1153-2117;178.24166667;-21.29805556;2.343480;*;34.80;*;
615;J1154-19;178.50000000;-19.00000000;0.011100;*;10.69;*;
616;J1154-6250;178.58375000;-62.83408333;0.282012;5.59e-16;74.00;*;
617;J1156-5707;179.03104167;-57.11725000;0.288417;2.65e-14;243.20;*;
618;J1156-5909;179.08958333;-59.15341667;1.037931;1.02e-15;219.20;*;
619;J1157-5112;179.28402500;-51.21559444;0.043589;1.43e-19;39.72;*;
620;B1154-62;179.31336250;-62.41414722;0.400526;3.93e-15;325.20;0.00;
621;J1159-6409;179.84041667;-64.16583333;0.667486;2.40e-17;178.00;*;
622;J1159-7910;179.89879167;-79.16822222;0.525074;2.82e-15;59.24;*;
623;J1201-6306;180.34587500;-63.11652778;0.592136;3.56e-15;683.00;*;
624;B1159-58;180.61802083;-58.34267778;0.452803;2.13e-15;145.41;*;
625;J1204-6843;181.15300000;-68.72144167;0.308861;2.17e-16;133.93;*;
626;J1207-4508;181.83025000;-45.13586111;1.769828;1.56e-15;84.50;*;
627;J1207-5050;181.84334967;-50.84407778;0.004843;6.06e-21;50.64;*;
628;J1210-5559;182.52494608;-55.98440281;0.279768;7.25e-16;174.35;0.00;
629;J1210-6322;182.69491667;-63.37247222;1.163186;9.25e-15;547.00;*;
630;J1210-6550;182.67500000;-65.83461111;4.237010;4.31e-16;37.00;*;
631;J1211-6324;182.85075000;-63.41255556;0.433084;2.57e-16;333.80;*;
632;J1214-5830;183.53508333;-58.50719444;0.909823;5.34e-17;141.10;*;
633;J1215-5328;183.75258333;-53.47544444;0.636414;1.15e-16;163.00;*;
634;J1216-50;184.08333333;-50.45027778;6.355000;*;110.00;*;
635;J1216-6223;184.17483333;-62.39916667;0.374053;1.68e-14;790.00;*;
636;J1216-6410;184.03058167;-64.16922944;0.003539;1.62e-21;47.39;*;
637;J1220-6318;185.07441667;-63.31291667;0.789212;8.03e-17;347.00;*;
638;J1221-0633;185.35333333;-6.56416667;0.001930;1.09e-20;16.43;*;
639;J1222-5738;185.71791667;-57.63888889;1.081164;1.50e-16;74.00;*;
640;J1223-5856;185.91725000;-58.94691667;0.288541;5.70e-18;233.00;*;
641;J1224-6208;186.18437500;-62.14475000;0.585761;2.02e-14;454.20;*;
642;B1221-63;186.09272500;-64.13163056;0.216480;4.95e-15;97.69;*;
643;J1225-5556;186.43261250;-55.94531667;1.018453;2.06e-15;125.83;*;
644;J1225-6035;186.36929167;-60.59377778;0.626324;2.88e-16;176.10;*;
645;B1222-63;186.42833333;-64.14527778;0.419618;9.46e-16;415.10;*;
646;J1226+0005;186.56000000;0.09555556;2.285076;2.47e-15;18.50;*;
647;J1226-3223;186.69428333;-32.38361111;6.193004;7.05e-15;36.70;*;
648;J1227-4853;186.99468333;-48.89520583;0.001686;1.11e-20;43.42;*;
649;J1227-6208;186.75183875;-62.14549694;0.034528;1.87e-19;362.91;*;
650;J1227-63;186.80000000;-63.15000000;0.444578;*;359.00;*;
651;J1231-1411;187.79713833;-14.19545278;0.003684;2.28e-20;8.09;*;
652;J1231-4609;187.94066667;-46.16255556;0.877239;3.80e-17;67.40;*;
653;J1231-6303;187.80416667;-63.05500000;1.351236;1.32e-16;301.00;*;
654;J1232-4742;188.07958333;-47.71413889;1.872994;1.40e-17;26.00;*;
655;J1232-6501;188.07433333;-65.01759167;0.088282;8.11e-19;239.40;*;
656;J1233-6312;188.38125000;-63.20805556;0.564759;6.92e-15;414.00;*;
657;J1233-6344;188.41625000;-63.74861111;0.756892;3.88e-15;495.00;*;
658;J1234-3630;188.55000000;-36.51141667;0.569242;8.66e-16;59.29;*;
659;B1232-55;188.82916667;-54.95000000;0.638234;*;100.00;*;
660;J1235-6354;188.99050000;-63.90844444;0.256778;1.97e-16;439.90;*;
661;J1236-0159;189.01041667;-1.98611111;3.597574;5.10e-15;19.08;*;
662;J1236-5033;189.24645833;-50.56008333;0.294760;1.56e-16;105.02;*;
663;J1237-6725;189.35791667;-67.42608333;2.110974;2.19e-15;176.50;*;
664;J1238+2152;189.59656936;21.86974274;1.118591;1.45e-15;17.97;*;
665;B1237+25;189.91858917;24.89702500;1.382449;9.60e-16;9.25;0.00;
666;J1239+32;189.75000000;32.00000000;0.004700;*;16.85;*;
667;J1239-48;189.75000000;-48.00000000;0.653900;*;107.60;*;
668;B1236-68;189.99566667;-68.54137222;1.301923;1.19e-14;94.30;*;
669;B1237-41;190.07337500;-41.41436111;0.512242;1.74e-15;44.10;*;
670;J1242+39;190.64166667;39.63333333;1.310000;*;26.00;*;
671;J1243+17;190.75000000;17.86666667;1.216500;*;5.00;*;
672;J1243-5735;190.89741667;-57.59522222;0.471225;8.00e-17;270.60;*;
673;B1240-64;190.82125417;-64.38992500;0.388485;4.49e-15;297.09;*;
674;J1244-1812;191.10741667;-18.20450000;3.425324;1.48e-15;15.50;*;
675;J1244-5053;191.04783333;-50.88905556;0.275207;1.00e-15;109.95;*;
676;J1244-6359;191.19872083;-63.99650000;0.147274;4.40e-18;286.00;*;
677;J1244-6531;191.15958333;-65.52000000;1.546819;7.18e-15;388.00;*;
678;J1245-6238;191.33800000;-62.64886111;2.283093;1.09e-14;336.20;*;
679;J1246+2253;191.70567917;22.89535278;0.473871;8.89e-17;17.79;*;
680;J1248-6344;192.19316667;-63.73600000;0.198335;1.69e-14;433.00;*;
681;J1248-6444;192.13695833;-64.73333333;1.234893;1.93e-15;236.40;*;
682;J1249-6507;192.47633333;-65.12216667;0.434445;1.21e-17;215.00;*;
683;J1251-7407;192.97058333;-74.12084444;0.327058;3.65e-16;89.81;*;
684;J1252+53;193.00000000;53.70000000;0.220104;*;20.70;*;
685;J1252-6314;193.17758333;-63.24241667;0.823339;1.08e-16;278.40;*;
686;J1253-5820;193.36809167;-58.34469167;0.255496;2.10e-15;100.58;*;
687;J1254-6150;193.63533333;-61.84744444;0.184502;6.24e-16;95.00;*;
