Num;NAME;RAJD;DECJD;P0;P1;DM;TAU_SC;
1585;J1744-3130;266.02367500;-31.50111111;1.066061;2.12e-14;192.90;0.00;
1586;J1744-3922;266.01114583;-39.37252778;0.172444;1.55e-18;148.10;*;
1587;J1744-5337;266.16216667;-53.63083333;0.355666;1.90e-16;108.85;*;
1588;J1745-0129;266.25858333;-1.48836111;1.045407;6.31e-16;89.30;*;
1589;J1745-0952;266.28806167;-9.87768944;0.019376;9.25e-20;64.50;*;
1590;J1745+1017;266.39098792;10.29792306;0.002652;2.73e-21;23.97;*;
1591;J1745+1252;266.43412500;12.87730556;1.059849;5.63e-16;66.14;*;
1592;J1745-2229;266.31962500;-22.48722222;1.160593;2.86e-15;299.00;*;
1593;J1745-23;266.37500000;-23.41666667;0.005417;*;244.94;*;
1594;J1745-2758;266.46770000;-27.97722222;0.487528;4.42e-18;422.00;*;
1595;J1745-2900;266.41735917;-29.00830444;3.763733;1.76e-11;1778.00;1.30;
1596;J1745-2910;266.31666667;-29.16666667;0.982000;*;1088.00;*;
1597;J1745-2912;266.44929346;-29.20855000;0.187379;*;1130.00;*;
1598;B1742-30;266.48465000;-30.67302778;0.367434;1.07e-14;88.37;0.00;
1599;J1745-3812;266.31425000;-38.20202778;0.698353;2.43e-15;163.60;*;
1600;J1745+42;266.45000000;42.88333333;0.305100;*;38.00;*;
1601;J1746+2245;266.50350000;22.75802778;3.465038;4.92e-15;49.85;*;
1602;J1746+2540;266.52862500;25.67708333;1.058148;1.05e-15;51.20;*;
1603;J1746-2849;266.51398900;-28.83705139;1.478480;1.27e-14;1456.00;*;
1604;J1746-2850;266.52750000;-28.84500000;1.077101;1.34e-12;962.70;*;
1605;J1746-2856;266.70772833;-28.94971944;0.945224;1.25e-14;1168.00;*;
1606;J1747-1030;266.99295833;-10.50138889;1.578793;4.30e-16;128.00;*;
1607;J1747-2647;266.87872500;-26.78722222;0.500254;1.32e-14;570.00;*;
1608;J1747-2802;266.86062500;-28.04361111;2.780079;2.37e-15;835.00;*;
1609;J1747-2809;266.84500000;-28.15416667;0.052153;1.56e-13;1133.00;*;
1610;J1747-2958;266.81617500;-29.96694444;0.098814;6.13e-14;101.50;*;
1611;J1747-4036;266.95298503;-40.61521979;0.001646;1.31e-20;152.94;*;
1612;B1745-12;267.07253221;-13.01446767;0.394133;1.21e-15;99.36;0.00;
1613;B1745-20A;267.21953750;-20.36102778;0.288603;3.99e-16;219.40;*;
1614;J1748-2021B;267.22063708;-20.36079444;0.016760;-3.29e-19;220.92;*;
1615;J1748-2021C;267.21322167;-20.36494722;0.006227;-5.98e-20;226.95;*;
1616;J1748-2021D;267.21519438;-20.35205944;0.013496;5.87e-19;224.98;*;
1617;J1748-2021E;267.22000167;-20.35816111;0.016264;3.12e-19;224.10;*;
1618;J1748-2021F;267.21805792;-20.36092500;0.003794;-1.05e-20;220.43;*;
1619;J1748-2444;267.20213485;-24.74360108;0.442838;1.11e-16;207.33;*;
1620;B1744-24A;267.00939583;-24.77691667;0.011563;-3.40e-20;242.15;0.00;
1621;J1748-2446aa;267.02000000;-24.77916667;0.005788;*;237.43;*;
1622;J1748-2446ab;267.02000000;-24.77916667;0.005120;*;242.15;0.00;
1623;J1748-2446ac;267.02000000;-24.77916667;0.005087;*;238.69;*;
1624;J1748-2446ad;267.02000000;-24.77916667;0.001396;0.00e+00;235.60;*;
1625;J1748-2446ae;267.02000000;-24.77916667;0.003659;*;238.61;*;
1626;J1748-2446af;267.02000000;-24.77916667;0.003304;*;237.35;*;
1627;J1748-2446ag;267.02000000;-24.77916667;0.004448;*;237.28;*;
1628;J1748-2446ah;267.02000000;-24.77916667;0.004965;*;237.70;*;
1629;J1748-2446ai;267.02000000;-24.77916667;0.021228;*;234.02;*;
1630;J1748-2446aj;267.02088292;-24.77634722;0.002959;1.41e-19;238.63;*;
1631;J1748-2446ak;267.01535833;-24.77717500;0.001890;8.85e-20;236.71;*;
1632;J1748-2446al;267.00000000;-24.76666667;0.005950;*;236.48;*;
1633;J1748-2446am;267.02009792;-24.77978056;0.002934;-1.37e-19;238.19;*;
1634;J1748-2446an;267.02357908;-24.77834167;0.004802;1.56e-19;237.74;*;
1635;J1748-2446C;267.01891667;-24.77666667;0.008436;-6.06e-19;237.00;*;
1636;J1748-2446D;267.02000000;-24.77916667;0.004714;*;243.62;*;
1637;J1748-2446E;267.02000000;-24.77916667;0.002198;*;236.63;*;
1638;J1748-2446F;267.02000000;-24.77916667;0.005540;*;239.07;*;
1639;J1748-2446G;267.02000000;-24.77916667;0.021672;*;237.34;*;
1640;J1748-2446H;267.02000000;-24.77916667;0.004926;*;237.97;*;
1641;J1748-2446I;267.02000000;-24.77916667;0.009570;*;238.55;*;
1642;J1748-2446J;267.02000000;-24.77916667;0.080338;*;234.21;*;
1643;J1748-2446K;267.02000000;-24.77916667;0.002970;*;234.46;*;
1644;J1748-2446L;267.02000000;-24.77916667;0.002245;*;237.50;*;
1645;J1748-2446M;267.02000000;-24.77916667;0.003570;*;238.49;*;
1646;J1748-2446N;267.02000000;-24.77916667;0.008667;*;238.29;*;
1647;J1748-2446O;267.02000000;-24.77916667;0.001677;*;236.20;*;
1648;J1748-2446P;267.02000000;-24.77916667;0.001729;*;238.79;*;
1649;J1748-2446Q;267.02000000;-24.77916667;0.002812;*;234.24;*;
1650;J1748-2446R;267.02000000;-24.77916667;0.005029;*;237.38;*;
1651;J1748-2446S;267.02000000;-24.77916667;0.006117;*;236.22;*;
1652;J1748-2446T;267.02000000;-24.77916667;0.007085;*;237.80;*;
1653;J1748-2446U;267.02000000;-24.77916667;0.003289;*;235.47;*;
1654;J1748-2446V;267.02000000;-24.77916667;0.002073;*;238.71;*;
1655;J1748-2446W;267.02000000;-24.77916667;0.004205;*;238.92;*;
1656;J1748-2446X;267.02000000;-24.77916667;0.002999;*;239.81;*;
1657;J1748-2446Y;267.02000000;-24.77916667;0.002048;*;238.79;*;
1658;J1748-2446Z;267.02000000;-24.77916667;0.002463;*;238.77;*;
1659;J1748-30;267.00000000;-30.28333333;0.382735;*;584.00;*;
1660;J1748-3009;267.09899250;-30.15313333;0.009684;-3.58e-20;420.20;*;
1661;J1749+16;267.37083333;16.40000000;2.311650;*;59.60;*;
1662;J1749-2146;267.33850417;-21.77527778;2.714556;7.08e-15;260.00;*;
1663;J1749-2347;267.31504167;-23.78805556;0.874486;2.42e-15;344.00;*;
1664;J1749-2629;267.29700000;-26.48611111;1.335388;1.72e-15;409.00;*;
1665;B1746-30;267.30622054;-30.04303417;0.609874;7.87e-15;509.40;0.01;
1666;J1749-4931;267.34904167;-49.53305556;0.445822;5.90e-16;55.29;*;
1667;J1749-5417;267.44608333;-54.29186111;0.307577;1.50e-16;69.00;*;
1668;B1745-56;267.43541667;-56.08861111;1.332310;2.12e-15;58.00;*;
1669;J1749+5952;267.38845000;59.87670278;0.436041;1.52e-16;45.07;*;
1670;J1750+07;267.66666667;7.55000000;1.908810;*;55.40;*;
1671;J1750-2043;267.57666667;-20.71888889;5.639047;7.95e-15;239.00;*;
1672;J1750-2438;267.74911250;-24.64944444;0.712794;1.08e-14;476.00;*;
1673;J1750-2444;267.59566667;-24.74638889;0.899377;2.64e-16;331.00;*;
1674;J1750-2536;267.63912500;-25.61194444;0.034749;*;179.40;*;
1675;J1750-28;267.51666667;-28.75000000;1.300513;5.78e-15;388.00;*;
1676;B1747-31;267.69716057;-31.96226094;0.910363;1.97e-16;206.34;*;
1677;J1750-3503;267.68542083;-35.05247222;0.684014;3.81e-17;189.35;0.00;
1678;J1750-3703A;267.55750667;-37.05304167;0.111601;5.66e-18;233.82;*;
1679;J1750-3703B;267.55073750;-37.05636944;0.006075;1.92e-20;234.39;*;
1680;J1750-3703C;267.55605875;-37.05155000;0.026569;-9.96e-19;230.67;*;
1681;J1750-3703D;267.55457042;-37.05176889;0.005140;4.93e-19;230.09;*;
1682;J1751-2516;267.96929167;-25.27861111;0.394836;2.64e-15;556.00;*;
1683;J1751-2737;267.80270833;-27.62216667;0.002230;*;260.00;0.00;
1684;J1751-2857;267.88622165;-28.96292222;0.003915;1.12e-20;42.79;*;
1685;J1751-3323;267.88635417;-33.39433333;0.548227;8.83e-15;296.70;0.09;
1686;B1747-46;267.92581667;-46.95736944;0.742354;1.30e-15;20.40;0.00;
1687;J1752+2359;268.14758333;23.99672222;0.409051;6.43e-16;36.20;0.00;
1688;J1752-2410;268.24475833;-24.17388889;0.191037;6.18e-16;508.30;*;
1689;B1749-28;268.24454000;-28.11036111;0.562558;8.13e-15;50.37;0.00;
1690;J1752-2821;268.10229167;-28.35277778;0.640229;3.47e-15;516.30;*;
1691;J1753-12;268.22083333;-12.98333333;0.405454;*;73.20;*;
1692;J1753-1914;268.39654583;-19.24944444;0.062955;2.02e-18;105.30;*;
1693;J1753-2240;268.41602917;-22.67833333;0.095138;9.70e-19;158.60;*;
1694;B1750-24;268.37757946;-25.00699789;0.528336;1.41e-14;672.00;0.33;
1695;J1753-28;268.27500000;-28.88333333;0.085859;*;18.00;*;
1696;J1753-2819;268.48409875;-28.32500833;0.018624;-4.94e-20;298.40;*;
1697;J1753-38;268.25000000;-38.81666667;0.666804;*;167.60;*;
1698;J1754+0032;268.71666667;0.60916667;0.004411;*;70.28;*;
1699;J1754-2422;268.65233333;-24.37333333;2.090248;8.30e-16;738.00;*;
1700;J1754-3014;268.62575417;-30.25083333;1.320490;4.43e-15;89.70;*;
1701;J1754-3443;268.65571667;-34.73163889;0.361691;5.71e-16;188.70;*;
1702;J1754-3510;268.72756667;-35.17861111;0.392704;7.82e-16;81.23;*;
1703;B1753+52;268.59544500;52.02006778;2.391397;1.56e-15;35.01;*;
1704;J1755-0903;268.79318333;-9.06433333;0.190710;7.81e-16;63.67;*;
1705;J1755-1650;268.79853333;-16.84472222;0.733744;6.86e-16;159.90;*;
1706;J1755-2025;268.89917083;-20.41666667;0.322231;4.42e-15;364.30;*;
1707;J1755-2521;268.99879167;-25.35750000;1.175968;9.02e-14;252.00;*;
1708;J1755-25211;268.83045833;-25.35250000;1.004513;3.12e-14;835.00;*;
1709;J1755-2534;268.95758333;-25.57750000;0.233541;1.12e-14;590.00;*;
1710;J1755-2550;268.91000000;-25.83944444;0.315196;2.43e-15;750.90;*;
1711;J1755-26;268.81787500;-26.00000000;0.430872;1.23e-14;405.00;*;
1712;J1755-2725;268.92450000;-27.42916667;0.261955;1.37e-17;115.10;*;
1713;J1755-33;268.80000000;-33.51666667;0.959466;*;266.50;*;
1714;J1755-3716;268.89769250;-37.26966111;0.012786;3.11e-20;167.57;*;
1715;J1756+1822;269.07326250;18.38202778;0.744001;5.13e-16;70.80;*;
1716;J1756-2225;269.10650000;-22.43000000;0.404980;5.27e-14;329.00;*;
1717;J1756-2251;269.19430755;-22.86648611;0.028462;1.02e-18;121.23;*;
1718;B1753-24;269.24130613;-24.59286391;0.670480;2.85e-16;367.10;0.03;
1719;J1756-25;269.17500000;-25.46666667;0.855986;*;706.00;*;
1720;J1756-2619;269.33079167;-26.31888889;0.724514;1.24e-15;534.00;*;
1721;J1757-1500;269.30313333;-15.00791667;0.179354;1.50e-15;150.00;*;
1722;J1757-16;269.35416667;-16.43333333;0.451273;*;132.20;*;
1723;J1757-1854;269.26576825;-18.90093778;0.021497;2.63e-18;378.11;*;
1724;J1757-2223;269.46155000;-22.39694444;0.185310;7.82e-16;239.30;*;
1725;B1754-24;269.37218150;-24.36873464;0.234106;1.30e-14;179.45;0.00;
1726;J1757-2745;269.47826083;-27.76115556;0.017687;-1.30e-20;334.00;*;
1727;J1757-5322;269.31317292;-53.37399639;0.008870;2.63e-20;30.80;*;
1728;J1758-1931;269.52333333;-19.52805556;0.692552;1.69e-14;207.00;*;
1729;J1758-2206;269.68520833;-22.11250000;0.430278;9.56e-16;678.00;*;
1730;J1758-2540;269.63308333;-25.68027778;2.107263;1.55e-15;218.20;*;
1731;J1758-2630;269.64279167;-26.50277778;1.202893;5.17e-15;328.00;*;
1732;J1758-2846;269.56420833;-28.76722222;0.766706;9.41e-17;66.60;*;
1733;J1758+3030;269.60783333;30.50666667;0.947256;7.20e-16;35.07;0.00;
1734;J1759-1029;269.89291667;-10.49916667;2.512263;1.57e-14;115.40;*;
1735;J1759-1736;269.86733333;-17.60277778;0.798452;2.55e-16;206.00;*;
1736;J1759-1903;269.92400000;-19.05527778;0.731505;3.07e-15;467.00;*;
1737;J1759-1940;269.98766667;-19.67472222;0.254720;9.34e-17;302.70;*;
1738;J1759-1956;269.89758333;-19.93555556;2.843389;1.86e-14;236.40;*;
1739;B1756-22;269.85068333;-22.09250000;0.460982;1.09e-14;177.16;0.00;
1740;J1759-2302;269.95512500;-23.03555556;0.810718;1.07e-14;889.00;*;
1741;J1759-2307;269.87893750;-23.12138889;0.558889;3.76e-15;812.60;*;
1742;J1759-24;269.85000000;-24.03333333;1.457739;*;772.00;*;
1743;J1759-2549;269.89633333;-25.81861111;0.956549;9.96e-14;424.00;*;
1744;J1759-2922;269.95102546;-29.36867382;0.574400;4.63e-15;79.42;*;
1745;J1759-3107;269.84190000;-31.12272222;1.078955;3.77e-15;128.30;*;
1746;J1759+5036;269.94030000;50.61582222;0.176016;2.43e-19;7.78;*;
1747;J1759-5505;269.89233333;-55.09191667;0.373392;4.39e-16;63.00;*;
1748;J1800-0125;270.09200000;-1.42516667;0.783185;1.15e-14;51.00;*;
1749;J1800-2114;270.05125000;-21.23861111;1.799272;5.50e-16;641.00;*;
1750;B1757-23;270.00000000;-23.71666667;1.030820;*;280.00;*;
1751;J1800+5034;270.18488393;50.57271248;0.578375;1.17e-16;22.71;*;
1752;B1758-03;270.34428333;-3.96547222;0.921493;3.31e-15;120.37;0.00;
1753;J1801-0857A;270.46087375;-8.95884806;0.007176;-5.10e-19;182.61;*;
1754;J1801-0857B;270.46068417;-8.95913056;0.028962;2.20e-18;182.39;*;
1755;J1801-0857C;270.46140546;-8.95908306;0.003739;-6.39e-20;182.46;*;
1756;J1801-0857D;270.48068000;-8.95674556;0.004227;7.68e-21;174.49;*;
1757;J1801-0857E;270.46093000;-8.95869167;0.007602;-1.04e-18;183.29;*;
1758;J1801-0857F;270.46142042;-8.95868611;0.024892;-2.67e-18;183.71;*;
1759;J1801-0857G;270.45874583;-8.95775000;0.051591;7.99e-20;185.30;*;
1760;J1801-0857H;270.46912292;-8.96476389;0.005643;3.85e-19;179.60;*;
1761;J1801-0857I;270.46041667;-8.95888889;0.003250;*;177.80;*;
1762;J1801-1417;270.46280555;-14.29292389;0.003625;5.30e-21;57.25;*;
1763;J1801-1855;270.34291667;-18.93027778;2.550498;1.82e-16;484.00;*;
1764;J1801-1909;270.44454167;-19.16000000;1.108725;7.03e-16;264.00;*;
1765;J1801-2115;270.38537500;-21.25500000;0.438113;1.55e-17;778.80;*;
1766;J1801-2154;270.28616667;-21.90198611;0.375302;1.60e-14;386.00;*;
1767;B1758-23;270.33256200;-23.07906583;0.415827;1.13e-13;1067.85;0.55;
1768;B1757-24;270.25006667;-24.85763889;0.124924;1.28e-13;291.55;*;
1769;B1758-29;270.44516250;-29.34391667;1.081910;3.29e-15;125.61;*;
1770;J1801-3210;270.35786333;-32.18159250;0.007454;7.22e-23;177.73;*;
1771;J1801-3458;270.46941667;-34.97694444;1.385604;3.97e-16;146.00;*;
1772;J1802+0128;270.61437500;1.47325000;0.554262;2.11e-15;97.97;*;
1773;J1802+03;270.68333333;3.63333333;0.664300;*;77.00;*;
1774;J1802-0523;270.55058333;-5.39138889;1.680573;2.65e-15;121.00;*;
1775;J1802-1745;270.56187500;-17.75472222;0.514671;5.64e-16;264.20;*;
1776;J1802-2124;270.52223157;-21.40101361;0.012648;7.26e-20;149.59;*;
1777;J1802-2426;270.51291667;-24.44527778;0.569007;8.56e-15;711.00;*;
1778;J1802-3346;270.73000000;-33.77916667;2.461052;1.32e-15;217.00;*;
1779;J1803-1616;270.89450000;-16.27500000;0.536596;1.77e-15;388.10;*;
1780;J1803-1857;270.99608333;-18.95527778;2.864338;1.52e-14;392.00;*;
1781;J1803-1920;270.87266667;-19.34472222;0.443649;3.30e-16;436.10;*;
1782;B1800-21;270.96421042;-21.61870861;0.133667;1.34e-13;233.99;0.01;
1783;B1800-27;270.88205275;-27.20177396;0.334415;1.71e-17;165.50;*;
1784;J1803-3002A;270.89166667;-30.03388889;0.007101;4.00e-20;192.62;*;
1785;J1803-3002B;270.89166667;-30.03388889;0.004397;*;192.60;*;
1786;J1803-3002C;270.89166667;-30.03388889;0.005840;*;194.50;*;
1787;J1803-3002D;270.89166667;-30.03388889;0.005530;*;192.73;*;
1788;J1803-3329;270.93522083;-33.48630556;0.633412;3.37e-16;170.90;*;
1789;B1802-07;271.20789751;-7.59019273;0.023101;4.67e-19;186.32;*;
1790;J1804-2228;271.11745833;-22.47166667;0.570511;1.43e-16;424.00;*;
1791;J1804-2717;271.08805453;-27.29203750;0.009343;4.09e-20;24.67;*;
1792;J1804-28;271.20000000;-28.11666667;1.273011;*;213.00;*;
1793;J1804-2858;271.00634679;-28.97961333;0.001493;-7.57e-22;232.53;*;
1794;B1802+03;271.29231094;3.10840942;0.218712;9.99e-16;80.86;0.00;
1795;J1805+0615;271.42666538;6.25516833;0.002129;2.28e-20;64.88;*;
1796;J1805-0619;271.38098333;-6.32927778;0.454651;9.69e-16;147.10;*;
1797;J1805-1504;271.27541667;-15.07666667;1.181269;2.73e-16;225.00;*;
1798;J1805-2032;271.40454167;-20.54750000;0.405769;8.39e-15;932.30;*;
1799;J1805-2037;271.36745833;-20.62111111;0.357807;1.76e-15;708.10;*;
1800;J1805-2447;271.35804167;-24.79166667;0.661402;5.82e-18;269.00;*;
1801;J1805-2948;271.42704167;-29.80000000;0.428341;4.74e-16;167.90;*;
1802;J1806+1023;271.71714167;10.38841667;0.484286;5.73e-17;52.03;*;
1803;B1804-12;271.52829745;-11.90798496;0.522618;1.41e-15;122.41;0.00;
1804;J1806-1618;271.60741667;-16.31055556;0.668309;8.62e-16;319.00;*;
1805;J1806-1920;271.52750000;-19.33972222;0.879791;1.70e-17;683.00;*;
1806;J1806-2125;271.58250000;-21.46543889;0.481825;1.18e-13;747.00;*;
1807;J1806+2819;271.60444083;28.31697639;0.015084;3.75e-20;18.68;*;
1808;J1807+04;271.85416667;4.08333333;0.798900;*;53.00;*;
1809;J1807+0756;271.96347917;7.94538611;0.464300;1.29e-16;89.29;*;
1810;B1804-08;271.90844750;-8.79535278;0.163727;2.88e-17;112.38;0.00;
1811;J1807-2459A;271.83481502;-24.99802819;0.003059;-4.34e-21;134.00;*;
1812;J1807-2459B;271.83696337;-25.00053194;0.004186;8.23e-20;137.15;*;
1813;J1807-2557;271.80691667;-25.95555556;2.764195;4.99e-15;385.00;*;
1814;B1804-27;271.78539637;-27.25082303;0.827776;1.22e-14;312.98;0.00;
1815;J1808+00;272.07916667;0.56666667;0.425115;*;149.20;*;
1816;J1808-0813;272.03930190;-8.21716578;0.876044;1.24e-15;151.27;0.00;
1817;J1808-1020;272.19014167;-10.34675000;0.596993;7.72e-16;225.30;*;
1818;J1808-1517;272.16287500;-15.29444444;0.544549;2.67e-15;205.00;*;
1819;J1808-1726;272.17625000;-17.44083333;0.241035;1.16e-17;536.00;*;
1820;B1805-20;272.02665192;-20.96875681;0.918410;1.71e-14;606.80;0.04;
1821;J1808-2701;272.05512500;-27.02250000;2.457882;6.58e-14;95.00;*;
1822;J1808-3249;272.01866667;-32.82611111;0.364912;7.05e-15;147.30;*;
1823;J1809-0119;272.46400000;-1.32472222;0.744976;2.29e-15;138.30;*;
1824;J1809-0743;272.39966667;-7.71705556;0.313886;1.52e-16;240.70;*;
1825;J1809-1429;272.43962500;-14.49027778;0.895285;5.24e-15;411.30;*;
1826;J1809+17;272.27500000;17.06666667;2.066700;*;47.32;*;
1827;J1809-1850;272.40504167;-18.84861111;1.124481;1.06e-14;598.00;*;
1828;J1809-1917;272.42973333;-19.29391667;0.082755;2.55e-14;197.10;0.01;
1829;J1809-1943;272.46286233;-19.73109208;5.540743;2.83e-12;178.00;*;
1830;J1809-2004;272.31612500;-20.07000000;0.434811;7.28e-15;867.10;*;
1831;B1806-21;272.30970645;-21.15079899;0.702414;3.82e-15;381.91;*;
1832;J1809-3547;272.36241667;-35.78833333;0.860388;1.20e-16;193.84;*;
1833;J1810+0705;272.69599167;7.09341667;0.307683;2.42e-16;79.42;*;
1834;J1810-1441;272.74650833;-14.69266667;0.217214;2.39e-17;304.90;*;
1835;J1810-1709;272.61754167;-17.15750000;1.161133;3.33e-16;670.00;*;
1836;J1810+1744;272.65533333;17.74371667;0.001660;4.60e-21;39.70;*;
1837;J1810-1820;272.73133333;-18.34416667;0.153716;5.22e-17;452.20;*;
1838;J1810-2005;272.74579958;-20.08563056;0.032822;1.47e-19;240.72;*;
1839;B1806-53;272.68530417;-53.63545306;0.261050;3.86e-16;45.00;*;
1840;J1811-0154;272.83283333;-1.90858333;0.924945;1.61e-15;148.10;*;
1841;J1811-0624;272.82535875;-6.41039444;0.004146;4.81e-21;158.83;*;
1842;J1811+0702;272.83508333;7.04158333;0.461713;2.69e-15;57.80;*;
1843;J1811-1049;272.82112500;-10.81750000;2.623859;8.00e-16;253.30;*;
1844;J1811-1717;272.86054167;-17.29638889;0.391385;1.20e-16;545.50;*;
1845;J1811-1736;272.97930833;-17.61047222;0.104182;9.01e-19;473.93;0.04;
1846;J1811-1835;272.87383333;-18.59555556;0.557464;6.31e-15;761.00;*;
1847;J1811-2405;272.83272521;-24.08845056;0.002661;1.38e-20;60.62;*;
1848;J1811-2439;272.98137500;-24.66472222;0.415813;2.97e-16;167.20;*;
1849;J1811-4930;272.86329167;-49.50577778;1.432704;2.25e-15;44.00;*;
1850;B1810+02;273.22161561;2.44920135;0.793903;3.60e-15;104.14;*;
1851;J1812-15;273.15000000;-15.51666667;1.014529;*;431.00;*;
1852;B1809-173;273.03003585;-17.30818717;1.205374;1.91e-14;251.40;0.03;
1853;B1809-176;273.06608021;-17.56051972;0.538341;9.82e-16;509.80;0.10;
1854;J1812-1910;273.14537500;-19.17750000;0.430991;3.77e-14;892.00;*;
1855;J1812-20;273.15241667;-20.96833333;1.903112;2.40e-16;457.00;*;
1856;J1812-2102;273.08720833;-21.04333333;1.223352;2.39e-14;547.20;*;
1857;J1812-2526;273.13458333;-25.44388889;0.315835;1.77e-16;361.40;*;
1858;J1812-2748;273.16908333;-27.80083333;0.236983;3.16e-16;104.00;*;
1859;J1812-3039;273.18709167;-30.65583333;0.587477;6.60e-16;141.40;*;
1860;J1813-0402;273.39556675;-4.04661739;0.004107;6.94e-21;71.35;*;
1861;J1813-1749;273.39658333;-17.83264444;0.044741;1.27e-13;1087.00;4.14;
1862;J1813+1822;273.41150000;18.37083333;0.336425;2.10e-17;60.80;*;
1863;J1813-2113;273.41612500;-21.21677778;0.426466;2.08e-15;462.30;*;
1864;J1813-2242;273.37150000;-22.70166667;0.328514;4.78e-17;333.00;*;
1865;J1813-2621;273.41913187;-26.36584861;0.004430;1.25e-20;122.49;*;
1866;B1811+40;273.30533754;40.22750946;0.931089;2.55e-15;41.56;*;
1867;J1814-0521;273.60887500;-5.36027778;1.014219;8.84e-16;130.60;*;
1868;J1814-0618;273.67191667;-6.30047222;1.377868;2.92e-16;168.00;*;
1869;J1814+1130;273.67809167;11.51220833;0.751261;1.66e-15;65.00;*;
1870;J1814-1649;273.65562500;-16.82444444;0.957464;6.33e-15;782.00;*;
1871;J1814-1744;273.67958333;-17.74666667;3.975905;7.45e-13;820.00;*;
1872;J1814+22;273.65000000;22.38333333;0.253700;*;62.31;*;
1873;J1815-1738;273.81112500;-17.63523056;0.198457;7.78e-14;724.60;*;
1874;J1815-1910;273.76283333;-19.16677778;1.249924;3.63e-14;547.80;*;
1875;J1815+5546;273.77391993;55.77314169;0.426844;9.47e-17;59.00;*;
1876;J1816-0755;274.10226250;-7.92291667;0.217643;6.48e-15;117.90;*;
1877;J1816-1446;274.12162500;-14.77500000;0.594500;1.33e-15;629.00;*;
1878;B1813-17;274.07775852;-17.48408470;0.782313;7.26e-15;520.70;0.01;
1879;B1813-26;274.14749583;-26.83138889;0.592885;6.65e-17;128.12;0.00;
1880;J1816+4510;274.14972650;45.17607272;0.003193;4.31e-20;38.89;*;
1881;J1816-5643;274.15193333;-56.72836111;0.217923;1.93e-18;52.40;*;
1882;J1817-0743;274.45745833;-7.72191667;0.438095;-2.30e-18;14.80;*;
1883;J1817-1511;274.40083333;-15.19416667;0.224604;1.43e-15;970.00;*;
1884;J1817-1938;274.27841667;-19.64333333;2.046838;3.60e-16;519.60;*;
1885;B1814-23;274.25000000;-23.18333333;0.625470;*;240.00;*;
1886;B1813-36;274.27440417;-36.30127778;0.387019;2.02e-15;94.13;*;
1887;J1817-3837;274.25112500;-38.63325000;0.384487;5.80e-16;102.85;0.00;
1888;J1818-0151;274.60737500;-1.86500000;0.837535;9.11e-15;209.00;*;
1889;J1818-1116;274.61020833;-11.27472222;0.544800;3.82e-15;422.00;*;
1890;B1815-14;274.59902500;-14.37686389;0.291489;2.04e-15;619.65;0.06;
1891;J1818-1448;274.61629167;-14.81055556;0.281371;6.15e-15;644.00;*;
1892;J1818-1519;274.56083333;-15.32861111;0.939690;4.11e-15;845.00;*;
1893;J1818-1541;274.65633333;-15.69583333;0.551134;9.68e-15;690.00;*;
1894;J1818-1556;274.71645833;-15.93444444;0.952709;7.06e-16;230.00;*;
1895;J1818-1607;274.50080583;-16.13139025;1.363492;4.18e-11;699.20;0.04;
1896;J1819-0925;274.96059167;-9.43052778;0.852047;3.13e-15;378.00;*;
1897;J1819-1008;274.91660833;-10.14111111;0.301490;1.32e-15;404.00;*;
1898;J1819-1114;274.86991667;-11.24527778;0.294163;5.66e-16;309.70;0.05;
1899;J1819-1131;274.99229167;-11.52472222;1.388137;7.61e-16;578.00;*;
1900;J1819+1305;274.98427500;13.08756944;1.060364;3.59e-16;64.81;*;
1901;J1819-1318;274.93191667;-13.31166667;1.515696;5.97e-16;35.10;*;
1902;J1819-1408;274.98666667;-14.13377778;1.788490;2.59e-15;1075.00;*;
1903;J1819-1458;274.89233333;-14.96666667;4.263213;5.63e-13;196.00;*;
1904;J1819-1510;274.97371250;-15.17238889;0.226539;7.85e-18;418.14;0.02;
1905;J1819-17;274.87500000;-17.08333333;2.352135;*;67.00;*;
1906;J1819-1717;274.93083333;-17.28777778;0.393522;3.45e-15;405.00;*;
1907;J1819-37;274.75000000;-37.00000000;0.632000;*;68.20;*;
1908;B1818-04;275.21913917;-4.46047556;0.598082;6.33e-15;84.44;0.00;
1909;J1820-0509;275.09470000;-5.16069444;0.337321;9.32e-16;102.40;*;
1910;B1817-13;275.08233150;-13.77091020;0.921460;4.50e-15;771.00;0.11;
1911;J1820-1529;275.17212500;-15.49507222;0.333254;3.79e-14;768.50;*;
1912;B1817-18;275.16286537;-18.30090532;0.309905;9.36e-17;436.00;0.00;
1913;J1821+0155;275.41201533;1.92277583;0.033781;2.90e-20;51.75;*;
1914;J1821-0256;275.29295833;-2.94405556;0.414111;3.72e-17;84.00;*;
1915;J1821-0331;275.43625000;-3.52019444;0.902316;2.53e-15;171.50;*;
1916;J1821-1419;275.39291667;-14.32388889;1.656010;8.95e-13;1123.00;*;
1917;J1821-1432;275.41573750;-14.54811111;1.915131;5.37e-15;570.00;*;
1918;J1821+1715;275.30626250;17.26307222;1.366682;8.71e-16;60.28;*;
1919;J1821+4147;275.46810731;41.78404269;1.261857;1.73e-15;40.67;*;
1920;J1822+02;275.50000000;2.00000000;1.508000;*;103.80;*;
1921;J1822+0705;275.57684107;7.08861714;1.362817;1.75e-15;62.20;*;
1922;J1822-0719;275.61697083;-7.33194444;0.499076;1.90e-17;199.00;*;
